GTD ID,DATE,COUNTRY,CITY,PERPETRATOR 1,GUNCERTAIN 1,PERPETRATOR 2,GUNCERTAIN 2,PERPETRATOR 3,GUNCERTAIN 3,FATALITIES,INJURED,TARGET TYPE 1,TARGET TYPE 2,TARGET TYPE 3,REGION,ATTACK TYPE 1,ATTACK TYPE 2,ATTACK TYPE 3,WEAPON TYPE 1,WEAPON TYPE 2,WEAPON TYPE 3,WEAPON TYPE 4
201501120048,2015-01-12,"Ukraine","Shchastya","Luhansk People's Republic",0,,,,,0,0,Private Citizens & Property,,,Eastern Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201501120047,2015-01-12,"Ukraine","Shchastya","Luhansk People's Republic",0,,,,,0,0,Private Citizens & Property,,,Eastern Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201501120046,2015-01-12,"Ukraine","Shchastya","Luhansk People's Republic",0,,,,,0,0,Private Citizens & Property,,,Eastern Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201501120045,2015-01-12,"Ukraine","Shchastya","Luhansk People's Republic",0,,,,,1,2,Private Citizens & Property,,,Eastern Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201501110068,2015-01-11,"Ukraine","Donetsk","Unknown",0,,,,,0,0,Business,,,Eastern Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201501110030,2015-01-11,"Ukraine","Kharkiv","Kharkiv Partisans",0,,,,,0,0,Business,,,Eastern Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201501100035,2015-01-10,"Ukraine","Kryakivka","Luhansk People's Republic",0,,,,,3,0,Private Citizens & Property,,,Eastern Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201501090033,2015-01-09,"Ukraine","Nikopol","Unknown",0,,,,,0,0,Business,,,Eastern Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201501040013,2015-01-04,"Ukraine","Odessa","Unknown",0,,,,,0,0,Private Citizens & Property,,,Eastern Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201501030044,2015-01-03,"Ukraine","Odessa","Unknown",0,,,,,0,0,Business,,,Eastern Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201501010067,2015-01-01,"Ukraine","Chernukhino","Luhansk People's Republic",0,,,,,1,2,Private Citizens & Property,,,Eastern Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201501010026,2015-01-01,"Ukraine","Zolote","Luhansk People's Republic",0,,,,,0,3,Military,Private Citizens & Property,,Eastern Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201412310095,2014-12-31,"Ukraine","Mykolayiv","Unknown",0,,,,,0,0,Private Citizens & Property,,,Eastern Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201412280094,2014-12-28,"Ukraine","Hranitne","Donetsk People's Republic",0,,,,,0,0,Private Citizens & Property,,,Eastern Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201412280093,2014-12-28,"Ukraine","Hranitne","Donetsk People's Republic",0,,,,,0,0,Private Citizens & Property,,,Eastern Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201412280034,2014-12-28,"Ukraine","Kiev","Unknown",0,,,,,0,0,Business,,,Eastern Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201412260031,2014-12-26,"Ukraine","Lviv","Unknown",0,,,,,0,0,Government (General),,,Eastern Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201412250041,2014-12-25,"Ukraine","Kharkiv","Unknown",0,,,,,0,0,Business,,,Eastern Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201412240045,2014-12-24,"Ukraine","Hirkse","Luhansk People's Republic",0,,,,,0,0,Private Citizens & Property,,,Eastern Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201412240041,2014-12-24,"Ukraine","Odessa","Unknown",0,,,,,0,0,Transportation,,,Eastern Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201412230056,2014-12-23,"Ukraine","Stanytsia Luhanska","Unknown",0,,,,,1,1,Private Citizens & Property,,,Eastern Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201412230055,2014-12-23,"Ukraine","Odessa","Unknown",0,,,,,0,0,Private Citizens & Property,,,Eastern Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201412230039,2014-12-23,"Ukraine","Mariupol","Unknown",0,,,,,0,0,Transportation,,,Eastern Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201412220087,2014-12-22,"Ukraine","Krasne","Unknown",0,,,,,0,0,Private Citizens & Property,,,Eastern Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201412180047,2014-12-18,"United States","Morganton","Jihadi-inspired extremists",0,,,,,1,0,Private Citizens & Property,,,North America,Armed Assault,,,Firearms,,,
201412180025,2014-12-18,"Ukraine","Starobesheve","Unknown",0,,,,,1,2,Private Citizens & Property,,,Eastern Europe,Armed Assault,,,Firearms,,,
201412100077,2014-12-10,"Ukraine","Odessa","Unknown",0,,,,,0,0,Private Citizens & Property,,,Eastern Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201412080111,2014-12-08,"Ukraine","Kharkiv","Unknown",0,,,,,0,0,Private Citizens & Property,,,Eastern Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201412040024,2014-12-04,"Russia","Grozny","Caucasus Emirate",0,,,,,9,9,Educational Institution,,,Eastern Europe,Armed Assault,,,Explosives/Bombs/Dynamite,Firearms,,
201412020064,2014-12-02,"Ukraine","Luhansk","Unknown",0,,,,,0,0,Private Citizens & Property,,,Eastern Europe,Armed Assault,,,Firearms,,,
201412020059,2014-12-02,"Ukraine","Odessa","Unknown",0,,,,,0,0,Business,,,Eastern Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201411290032,2014-11-29,"Ukraine","Popasna","Unknown",0,,,,,1,0,Private Citizens & Property,,,Eastern Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201411280059,2014-11-27,"Ukraine","Donetsk","Donetsk People's Republic",0,,,,,2,6,Private Citizens & Property,,,Eastern Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201411280020,2014-11-28,"United States","Austin","Anti-Government extremists",0,,,,,0,0,Government (Diplomatic),,,North America,Armed Assault,,,Firearms,,,
201411280018,2014-11-28,"United States","Austin","Anti-Government extremists",0,,,,,0,0,Government (General),,,North America,Armed Assault,,,Firearms,,,
201411270061,2014-11-27,"Ukraine","Donetsk","Donetsk People's Republic",0,,,,,2,0,Business,,,Eastern Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201411270060,2014-11-27,"Ukraine","Stanytsia Luhanska","Luhansk People's Republic",0,,,,,0,4,Business,,,Eastern Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201411270043,2014-11-27,"Ukraine","Nyzhna Vilkhova","Unknown",0,,,,,0,0,Private Citizens & Property,,,Eastern Europe,Armed Assault,,,Firearms,,,
201411270042,2014-11-27,"Ukraine","Verkhnya Vilkhova","Unknown",0,,,,,0,0,Private Citizens & Property,,,Eastern Europe,Armed Assault,,,Firearms,,,
201411270041,2014-11-27,"Ukraine","Stanytsia Luhanska","Unknown",0,,,,,1,Unknown,Transportation,Private Citizens & Property,,Eastern Europe,Armed Assault,,,Firearms,,,
201411260054,2014-11-26,"Ukraine","Popasna","Luhansk People's Republic",0,,,,,0,2,Private Citizens & Property,,,Eastern Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201411260053,2014-11-26,"Ukraine","Popasna","Luhansk People's Republic",0,,,,,1,3,Private Citizens & Property,,,Eastern Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201411260052,2014-11-26,"Ukraine","Popasna","Luhansk People's Republic",0,,,,,1,3,Private Citizens & Property,,,Eastern Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201411260031,2014-11-26,"Ukraine","Shumy","Unknown",0,,,,,0,0,Government (Diplomatic),,,Eastern Europe,Armed Assault,,,Explosives/Bombs/Dynamite,Firearms,,
201411250069,2014-11-25,"Ukraine","Kharkiv","Unknown",0,,,,,0,1,Business,,,Eastern Europe,Armed Assault,,,Firearms,,,
201411240052,2014-11-24,"Ukraine","Donetsk","Unknown",0,,,,,0,2,Private Citizens & Property,,,Eastern Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201411240051,2014-11-24,"Ukraine","Donetsk","Unknown",0,,,,,1,2,Private Citizens & Property,,,Eastern Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201411240050,2014-11-24,"Ukraine","Donetsk","Unknown",0,,,,,1,2,Private Citizens & Property,,,Eastern Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201411240049,2014-11-24,"Ukraine","Donetsk","Unknown",0,,,,,1,2,Private Citizens & Property,,,Eastern Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201411210042,2014-11-21,"Ukraine","Shchastya","Unknown",0,,,,,0,4,Private Citizens & Property,,,Eastern Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201411210041,2014-11-21,"Ukraine","Shchastya","Unknown",0,,,,,0,0,Private Citizens & Property,,,Eastern Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201411190060,2014-11-19,"Ukraine","Marinka","Donetsk People's Republic",0,,,,,0,0,Government (Diplomatic),,,Eastern Europe,Armed Assault,,,Firearms,,,
201411180050,2014-11-18,"Ukraine","Toshkivka","Luhansk People's Republic",0,,,,,3,4,Private Citizens & Property,,,Eastern Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201411170044,2014-11-16,"Ukraine","Kostiantynivka","Unknown",0,,,,,0,0,Transportation,,,Eastern Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201411140048,2014-11-14,"Ukraine","Trekhizbenka","Unknown",0,,,,,1,1,Private Citizens & Property,,,Eastern Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201411120084,2014-11-12,"Ukraine","Zolote","Unknown",0,,,,,0,2,Private Citizens & Property,,,Eastern Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201411120078,2014-11-12,"Ukraine","Krymske","Unknown",0,,,,,0,0,Military,Private Citizens & Property,,Eastern Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201411120071,2014-11-12,"Ukraine","Donetsk","Donetsk People's Republic",0,,,,,0,0,Private Citizens & Property,,,Eastern Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201411090111,2014-11-10,"Ukraine","Avdiivka","Donetsk People's Republic",0,,,,,4,7,Military,Private Citizens & Property,,Eastern Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201411090088,2014-11-09,"Ukraine","Novopokrovka","Unknown",0,,,,,0,0,Transportation,,,Eastern Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201411090071,2014-11-09,"Ukraine","Kharkiv","Kharkiv Partisans",0,,,,,0,11,Business,,,Eastern Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201411060067,2014-11-06,"Ukraine","Donetsk","Unknown",0,,,,,0,2,Private Citizens & Property,,,Eastern Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201411060066,2014-11-06,"Ukraine","Tonenke","Unknown",0,,,,,0,0,Private Citizens & Property,,,Eastern Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201411050030,2014-11-05,"Ukraine","Donetsk","Donetsk People's Republic",0,,,,,2,4,Educational Institution,,,Eastern Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201411050029,2014-11-05,"Ukraine","Unknown","Donetsk People's Republic",0,,,,,0,0,Transportation,,,Eastern Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201411040086,2014-11-04,"United States","Roswell","Unknown",0,,,,,0,0,Private Citizens & Property,,,North America,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201411030038,2014-11-03,"Ukraine","Zholobok","Unknown",0,,,,,0,0,Private Citizens & Property,,,Eastern Europe,Armed Assault,,,Explosives/Bombs/Dynamite,Firearms,,
201411030037,2014-11-03,"Ukraine","Fashchivka","Unknown",0,,,,,0,0,Private Citizens & Property,,,Eastern Europe,Armed Assault,,,Explosives/Bombs/Dynamite,Firearms,,
201411020074,2014-11-02,"Ukraine","Chernukhino","Unknown",0,,,,,0,0,Private Citizens & Property,,,Eastern Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201411020073,2014-11-02,"Ukraine","Hirske","Unknown",0,,,,,0,0,Private Citizens & Property,,,Eastern Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201410300040,2014-10-30,"Ukraine","Novotoshkivske","Luhansk People's Republic",0,,,,,1,Unknown,Private Citizens & Property,,,Eastern Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201410290061,2014-10-29,"Ukraine","Talakivka","Unknown",0,,,,,1,Unknown,Military,Private Citizens & Property,,Eastern Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201410280053,2014-10-28,"Ukraine","Donetsk","Unknown",0,,,,,1,0,Private Citizens & Property,,,Eastern Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201410280033,2014-10-28,"Macedonia","Skopje","Kosovo Liberation Army (KLA)",0,,,,,0,0,Government (General),,,Eastern Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201410270071,2014-10-27,"Ukraine","Seleznivka","Unknown",0,,,,,0,0,Transportation,,,Eastern Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201410270070,2014-10-27,"Ukraine","Zakitne","Unknown",0,,,,,0,0,Transportation,,,Eastern Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201410270069,2014-10-27,"Ukraine","Novobakhmutivka","Unknown",0,,,,,0,0,Transportation,,,Eastern Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201410220044,2014-10-22,"Canada","Ottawa","Jihadi-inspired extremists",0,,,,,2,3,Military,Government (General),,North America,Armed Assault,,,Firearms,,,
201410200032,2014-10-20,"Ukraine","Donetsk","Ukrainian nationalists",0,,,,,0,0,Business,,,Eastern Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201410180060,2014-10-18,"Ukraine","Donetsk","Unknown",0,,,,,2,0,Private Citizens & Property,,,Eastern Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201410180012,2014-10-18,"Russia","Khasavyurt","Unknown",0,,,,,0,0,Private Citizens & Property,,,Eastern Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201410140067,2014-10-14,"Ukraine","Odessa","Unknown",0,,,,,0,0,Private Citizens & Property,,,Eastern Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201410140047,2014-10-14,"Ukraine","Donetsk","Unknown",0,,,,,0,2,Business,,,Eastern Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201410140044,2014-10-14,"Ukraine","Sartana","Donetsk People's Republic",0,,,,,7,17,Military,Private Citizens & Property,,Eastern Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201410140036,2014-10-13,"Ukraine","Debaltseve","Donetsk People's Republic",0,,,,,1,1,Military,Private Citizens & Property,,Eastern Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201410120058,2014-10-11,"Ukraine","Donetsk","Unknown",0,,,,,2,11,Private Citizens & Property,,,Eastern Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201410110092,2014-10-11,"Ukraine","Donetsk","Unknown",0,,,,,2,0,Private Citizens & Property,,,Eastern Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201410080062,2014-10-08,"Ukraine","Donetsk","Unknown",0,,,,,0,0,Transportation,,,Eastern Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201410080061,2014-10-08,"Ukraine","Donetsk","Unknown",0,,,,,3,4,Private Citizens & Property,,,Eastern Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201410080052,2014-10-08,"Ukraine","Sentyanivka","Unknown",0,,,,,0,0,Transportation,,,Eastern Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201410060061,2014-10-06,"Ukraine","Popasna","Unknown",0,,,,,2,0,Private Citizens & Property,,,Eastern Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201410060057,2014-10-06,"Ukraine","Zolote","Unknown",0,,,,,1,0,Private Citizens & Property,,,Eastern Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201410060052,2014-10-06,"Ukraine","Donetsk","Unknown",0,,,,,2,10,Private Citizens & Property,,,Eastern Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201410050031,2014-10-05,"Ukraine","Shchastya","Unknown",0,,,,,0,3,Military,Private Citizens & Property,,Eastern Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201410050030,2014-10-05,"Ukraine","Shchastya","Unknown",0,,,,,0,3,Military,Private Citizens & Property,,Eastern Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201410050029,2014-10-05,"Ukraine","Shchastya","Unknown",0,,,,,0,4,Military,Private Citizens & Property,,Eastern Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201410050018,2014-10-05,"Russia","Grozny","Muslim extremists",0,,,,,6,12,Private Citizens & Property,,,Eastern Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201410020068,2014-10-02,"Ukraine","Donetsk","Unknown",0,,,,,Unknown,Unknown,Business,,,Eastern Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201410010017,2014-10-01,"Ukraine","Donetsk","Donetsk People's Republic",0,,,,,6,1,Transportation,,,Eastern Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201410010016,2014-10-01,"Ukraine","Donetsk","Donetsk People's Republic",0,,,,,4,8,Educational Institution,,,Eastern Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201409300035,2014-09-30,"Ukraine","Popasna","Luhansk People's Republic",0,,,,,Unknown,Unknown,Private Citizens & Property,,,Eastern Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201409300012,2014-09-30,"Ukraine","Makiivka","Donetsk People's Republic",0,,,,,1,0,Private Citizens & Property,,,Eastern Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201409290080,2014-09-29,"Ukraine","Donetsk","Unknown",0,,,,,3,5,Private Citizens & Property,,,Eastern Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201409270048,2014-09-26,"Ukraine","Shchastya","Luhansk People's Republic",0,,,,,1,16,Private Citizens & Property,,,Eastern Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201409250066,2014-09-25,"Ukraine","Talakivka","Unknown",0,,,,,0,0,Private Citizens & Property,,,Eastern Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201409240070,2014-09-24,"Ukraine","Shchastya","Unknown",0,,,,,0,0,Government (Diplomatic),,,Eastern Europe,Armed Assault,,,Firearms,,,
201409220061,2014-09-22,"Ukraine","Donetsk","Unknown",0,,,,,1,0,Private Citizens & Property,,,Eastern Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201409200096,2014-09-20,"Ukraine","Stakhanov","Luhansk People's Republic",0,,,,,0,0,Private Citizens & Property,,,Eastern Europe,Armed Assault,,,Firearms,,,
201409190081,2014-09-19,"Ukraine","Makiivka","Donetsk People's Republic",0,,,,,1,1,Private Citizens & Property,,,Eastern Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201409190080,2014-09-19,"Ukraine","Donetsk","Donetsk People's Republic",0,,,,,1,2,Military,Private Citizens & Property,,Eastern Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201409190020,2014-09-19,"Ukraine","Donetsk","Donetsk People's Republic",0,,,,,1,0,Private Citizens & Property,,,Eastern Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201409170101,2014-09-17,"Ukraine","Donetsk","Unknown",0,,,,,2,3,Private Citizens & Property,,,Eastern Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201409170095,2014-09-17,"Ukraine","Nyzhnya Krynka","Donetsk People's Republic",0,,,,,10,12,Private Citizens & Property,,,Eastern Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201409160044,2014-09-14,"Ukraine","Donetsk","Donetsk People's Republic",0,,,,,3,7,Military,Private Citizens & Property,,Eastern Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201409140070,2014-09-14,"Ukraine","Donetsk","Donetsk People's Republic",0,,,,,3,8,Private Citizens & Property,,,Eastern Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201409130025,2014-09-13,"Ukraine","Panteleymonivka","Donetsk People's Republic",0,,,,,3,8,Military,Private Citizens & Property,,Eastern Europe,Armed Assault,,,Explosives/Bombs/Dynamite,Firearms,,
201409090058,2014-09-09,"Ukraine","Donetsk","Donetsk People's Republic",0,,,,,0,0,Military,Private Citizens & Property,,Eastern Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201409090057,2014-09-09,"Ukraine","Donetsk","Donetsk People's Republic",0,,,,,0,0,Military,Private Citizens & Property,,Eastern Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201409090056,2014-09-09,"Ukraine","Donetsk","Donetsk People's Republic",0,,,,,0,0,Military,Private Citizens & Property,,Eastern Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201409090055,2014-09-09,"Ukraine","Donetsk","Donetsk People's Republic",0,,,,,0,1,Military,Private Citizens & Property,,Eastern Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201409070053,2014-09-07,"Ukraine","Mariupol","Donetsk People's Republic",0,,,,,2,3,Private Citizens & Property,,,Eastern Europe,Armed Assault,,,Firearms,,,
201409070052,2014-09-07,"Ukraine","Mariupol","Donetsk People's Republic",0,,,,,0,0,Military,Business,,Eastern Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201409060056,2014-09-06,"Ukraine","Mariupol","Donetsk People's Republic",0,,,,,1,1,Military,Private Citizens & Property,,Eastern Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201409040058,2014-09-04,"Ukraine","Donetsk","Unknown",0,,,,,5,9,Private Citizens & Property,,,Eastern Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201409040026,2014-09-04,"Ukraine","Shryokyne","Unknown",0,,,,,3,0,Private Citizens & Property,,,Eastern Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201409030058,2014-09-03,"Russia","Makhachkala","Unknown",0,,,,,5,0,Private Citizens & Property,,,Eastern Europe,Armed Assault,,,Firearms,,,
201408300087,2014-08-30,"Ukraine","Donetsk","Donetsk People's Republic",0,,,,,2,0,Private Citizens & Property,,,Eastern Europe,Armed Assault,,,Firearms,,,
201408280064,2014-08-28,"Albania","Vlore","Unknown",0,,,,,1,2,Private Citizens & Property,,,Eastern Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201408270059,2014-08-26,"Ukraine","Novoazovsk","Donetsk People's Republic",0,,,,,0,0,Private Citizens & Property,,,Eastern Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201408270056,2014-08-27,"Ukraine","Komsomolske","Donetsk People's Republic",0,,,,,8,Unknown,Private Citizens & Property,,,Eastern Europe,Armed Assault,,,Firearms,,,
201408270055,2014-08-27,"Ukraine","Novy Svit","Donetsk People's Republic",0,,,,,8,Unknown,Private Citizens & Property,,,Eastern Europe,Armed Assault,,,Firearms,,,
201408270054,2014-08-27,"Ukraine","Starobesheve","Donetsk People's Republic",0,,,,,8,Unknown,Private Citizens & Property,,,Eastern Europe,Armed Assault,,,Firearms,,,
201408260097,2014-08-27,"Ukraine","Novoazovsk","Donetsk People's Republic",0,,,,,0,4,Private Citizens & Property,,,Eastern Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201408250082,2014-08-25,"Ukraine","Novoazovsk","Donetsk People's Republic",0,,,,,0,0,Business,,,Eastern Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201408250058,2014-08-25,"Ukraine","Donetsk","Unknown",0,,,,,0,0,Private Citizens & Property,,,Eastern Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201408250057,2014-08-25,"Ukraine","Donetsk","Unknown",0,,,,,0,0,Private Citizens & Property,,,Eastern Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201408250056,2014-08-25,"Ukraine","Donetsk","Unknown",0,,,,,0,0,Private Citizens & Property,,,Eastern Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201408250055,2014-08-25,"Ukraine","Donetsk","Unknown",0,,,,,0,0,Private Citizens & Property,,,Eastern Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201408250054,2014-08-25,"Ukraine","Donetsk","Unknown",0,,,,,0,0,Private Citizens & Property,,,Eastern Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201408250053,2014-08-25,"Ukraine","Donetsk","Unknown",0,,,,,0,0,Private Citizens & Property,,,Eastern Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201408250052,2014-08-25,"Ukraine","Donetsk","Unknown",0,,,,,0,0,Business,,,Eastern Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201408250051,2014-08-25,"Ukraine","Donetsk","Unknown",0,,,,,1,0,Private Citizens & Property,,,Eastern Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201408250050,2014-08-25,"Ukraine","Donetsk","Unknown",0,,,,,1,0,Private Citizens & Property,,,Eastern Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201408250049,2014-08-25,"Ukraine","Donetsk","Unknown",0,,,,,1,0,Private Citizens & Property,,,Eastern Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201408230091,2014-08-23,"Ukraine","Kirovske","Donetsk People's Republic",0,,,,,2,0,Business,,,Eastern Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201408230074,2014-08-23,"Ukraine","Donetsk","Unknown",0,,,,,3,0,Private Citizens & Property,,,Eastern Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201408230073,2014-08-23,"Ukraine","Zanky","Unknown",0,,,,,0,0,Transportation,,,Eastern Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201408190102,2014-08-19,"Ukraine","Unknown","Unknown",0,,,,,0,0,Business,,,Eastern Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201408190052,2014-08-20,"Russia","Khasavyurt","Unknown",0,,,,,1,1,Government (General),,,Eastern Europe,Armed Assault,,,Firearms,,,
201408180036,2014-08-18,"Russia","Moscow","Armenian extremists",0,,,,,0,0,Government (Diplomatic),,,Eastern Europe,Armed Assault,,,Firearms,,,
201408150066,2014-08-15,"Ukraine","Simferopol","Unknown",0,,,,,0,0,Government (General),,,Eastern Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201408140081,2014-08-14,"Ukraine","Mospyne","Donetsk People's Republic",0,,,,,0,11,Private Citizens & Property,,,Eastern Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
